"title","url"
"TCP/IP协议族","https://zh.wikipedia.org/wiki/TCP/IP协议族"
"Safari","https://zh.wikipedia.org/wiki/Safari"
"TrueType","https://zh.wikipedia.org/wiki/TrueType"
"U","https://zh.wikipedia.org/wiki/U"
"Thunderbird","https://zh.wikipedia.org/wiki/Thunderbird"
"VMS","https://zh.wikipedia.org/wiki/VMS"
"THz","https://zh.wikipedia.org/wiki/THz"
"URL","https://zh.wikipedia.org/wiki/URL"
"Webmail","https://zh.wikipedia.org/wiki/Webmail"
"Unicode","https://zh.wikipedia.org/wiki/Unicode"
"W3C","https://zh.wikipedia.org/wiki/W3C"
"UNESCO","https://zh.wikipedia.org/wiki/UNESCO"
"W玻色子","https://zh.wikipedia.org/wiki/W玻色子"
"Windows","https://zh.wikipedia.org/wiki/Windows"
"X射线","https://zh.wikipedia.org/wiki/X射线"
"XML","https://zh.wikipedia.org/wiki/XML"
"XSL","https://zh.wikipedia.org/wiki/XSL"
"Xbox","https://zh.wikipedia.org/wiki/Xbox"
"XBRL","https://zh.wikipedia.org/wiki/XBRL"
"XPath","https://zh.wikipedia.org/wiki/XPath"
"X光","https://zh.wikipedia.org/wiki/X光"
"X射线结晶学","https://zh.wikipedia.org/wiki/X射线结晶学"
"Z玻色子","https://zh.wikipedia.org/wiki/Z玻色子"
"YHWH","https://zh.wikipedia.org/wiki/YHWH"
"Z变换","https://zh.wikipedia.org/wiki/Z变换"
"°","https://zh.wikipedia.org/wiki/°"
"Κ","https://zh.wikipedia.org/wiki/Κ"
"≡","https://zh.wikipedia.org/wiki/≡"
"一世一元制","https://zh.wikipedia.org/wiki/一世一元制"
"一","https://zh.wikipedia.org/wiki/一"
"一元","https://zh.wikipedia.org/wiki/一元"
"一元运算","https://zh.wikipedia.org/wiki/一元运算"
"一元论","https://zh.wikipedia.org/wiki/一元论"
"一元二次方程","https://zh.wikipedia.org/wiki/一元二次方程"
"一半","https://zh.wikipedia.org/wiki/一半"
"一党独大","https://zh.wikipedia.org/wiki/一党独大"
"一党制","https://zh.wikipedia.org/wiki/一党制"
"一夫多妻","https://zh.wikipedia.org/wiki/一夫多妻"
"一党专政","https://zh.wikipedia.org/wiki/一党专政"
"一年生","https://zh.wikipedia.org/wiki/一年生"
"一党执政","https://zh.wikipedia.org/wiki/一党执政"
"一次文献","https://zh.wikipedia.org/wiki/一次文献"
"一次能源","https://zh.wikipedia.org/wiki/一次能源"
"一日","https://zh.wikipedia.org/wiki/一日"
"一氯甲烷","https://zh.wikipedia.org/wiki/一氯甲烷"
"一氧化碳","https://zh.wikipedia.org/wiki/一氧化碳"
"一级结构","https://zh.wikipedia.org/wiki/一级结构"
"一神论","https://zh.wikipedia.org/wiki/一神论"
"一战","https://zh.wikipedia.org/wiki/一战"
"一级行政区","https://zh.wikipedia.org/wiki/一级行政区"
"一级行政区划","https://zh.wikipedia.org/wiki/一级行政区划"
"一致性","https://zh.wikipedia.org/wiki/一致性"
"一维","https://zh.wikipedia.org/wiki/一维"
"一带一路","https://zh.wikipedia.org/wiki/一带一路"
"一般化","https://zh.wikipedia.org/wiki/一般化"
"一般旋轮线","https://zh.wikipedia.org/wiki/一般旋轮线"
"丁醇","https://zh.wikipedia.org/wiki/丁醇"
"一神教","https://zh.wikipedia.org/wiki/一神教"
"一院制","https://zh.wikipedia.org/wiki/一院制"
"一般均衡理论","https://zh.wikipedia.org/wiki/一般均衡理论"
"七国之乱","https://zh.wikipedia.org/wiki/七国之乱"
"七喜","https://zh.wikipedia.org/wiki/七喜"
"七宗罪","https://zh.wikipedia.org/wiki/七宗罪"
"七略","https://zh.wikipedia.org/wiki/七略"
"一维空间","https://zh.wikipedia.org/wiki/一维空间"
"万历","https://zh.wikipedia.org/wiki/万历"
"一阶逻辑","https://zh.wikipedia.org/wiki/一阶逻辑"
"万历中兴","https://zh.wikipedia.org/wiki/万历中兴"
"万塔","https://zh.wikipedia.org/wiki/万塔"
"七大洲","https://zh.wikipedia.org/wiki/七大洲"
"万安滩","https://zh.wikipedia.org/wiki/万安滩"
"万年县","https://zh.wikipedia.org/wiki/万年县"
"万历帝","https://zh.wikipedia.org/wiki/万历帝"
"万福河","https://zh.wikipedia.org/wiki/万福河"
"万维网联盟","https://zh.wikipedia.org/wiki/万维网联盟"
"万山群岛","https://zh.wikipedia.org/wiki/万山群岛"
"万行","https://zh.wikipedia.org/wiki/万行"
"三一学院","https://zh.wikipedia.org/wiki/三一学院"
"三七","https://zh.wikipedia.org/wiki/三七"
"三五半导体","https://zh.wikipedia.org/wiki/三五半导体"
"万有引力","https://zh.wikipedia.org/wiki/万有引力"
"万维网","https://zh.wikipedia.org/wiki/万维网"
"三代","https://zh.wikipedia.org/wiki/三代"
"三亚","https://zh.wikipedia.org/wiki/三亚"
"万有理论","https://zh.wikipedia.org/wiki/万有理论"
"三亚站","https://zh.wikipedia.org/wiki/三亚站"
"三十","https://zh.wikipedia.org/wiki/三十"
"三八线","https://zh.wikipedia.org/wiki/三八线"
"三叉戟","https://zh.wikipedia.org/wiki/三叉戟"
"万里长城","https://zh.wikipedia.org/wiki/万里长城"
"三十年战争","https://zh.wikipedia.org/wiki/三十年战争"
"三原色","https://zh.wikipedia.org/wiki/三原色"
"三叉神经","https://zh.wikipedia.org/wiki/三叉神经"
"三名法","https://zh.wikipedia.org/wiki/三名法"
"三叶虫","https://zh.wikipedia.org/wiki/三叶虫"
"三位一体","https://zh.wikipedia.org/wiki/三位一体"
"三叠纪","https://zh.wikipedia.org/wiki/三叠纪"
"三国","https://zh.wikipedia.org/wiki/三国"
"三国史记","https://zh.wikipedia.org/wiki/三国史记"
"三圈环流","https://zh.wikipedia.org/wiki/三圈环流"
"三官大帝","https://zh.wikipedia.org/wiki/三官大帝"
"三宝垄","https://zh.wikipedia.org/wiki/三宝垄"
"三域系统","https://zh.wikipedia.org/wiki/三域系统"
"三国演义","https://zh.wikipedia.org/wiki/三国演义"
"三国志","https://zh.wikipedia.org/wiki/三国志"
"三教","https://zh.wikipedia.org/wiki/三教"
"三峡","https://zh.wikipedia.org/wiki/三峡"
"三国时代","https://zh.wikipedia.org/wiki/三国时代"
"三国时期","https://zh.wikipedia.org/wiki/三国时期"
"三峡水电站","https://zh.wikipedia.org/wiki/三峡水电站"
"三明治群岛","https://zh.wikipedia.org/wiki/三明治群岛"
"三明话","https://zh.wikipedia.org/wiki/三明话"
"三武灭佛","https://zh.wikipedia.org/wiki/三武灭佛"
"三明市","https://zh.wikipedia.org/wiki/三明市"
"三权分立","https://zh.wikipedia.org/wiki/三权分立"
"三月","https://zh.wikipedia.org/wiki/三月"
"三民主义","https://zh.wikipedia.org/wiki/三民主义"
"三教合流","https://zh.wikipedia.org/wiki/三教合流"
"三江并流","https://zh.wikipedia.org/wiki/三江并流"
"三沙市","https://zh.wikipedia.org/wiki/三沙市"
"三极管","https://zh.wikipedia.org/wiki/三极管"
"三皇","https://zh.wikipedia.org/wiki/三皇"
"三相点","https://zh.wikipedia.org/wiki/三相点"
"三省六部制","https://zh.wikipedia.org/wiki/三省六部制"
"三皇五帝","https://zh.wikipedia.org/wiki/三皇五帝"
"三监之乱","https://zh.wikipedia.org/wiki/三监之乱"
"三磷酸腺苷","https://zh.wikipedia.org/wiki/三磷酸腺苷"
"三秦","https://zh.wikipedia.org/wiki/三秦"
"三省","https://zh.wikipedia.org/wiki/三省"
"三维","https://zh.wikipedia.org/wiki/三维"
"三维空间","https://zh.wikipedia.org/wiki/三维空间"
"三维计算机图形学","https://zh.wikipedia.org/wiki/三维计算机图形学"
"三苏","https://zh.wikipedia.org/wiki/三苏"
"三藏持者","https://zh.wikipedia.org/wiki/三藏持者"
"三藏法师","https://zh.wikipedia.org/wiki/三藏法师"
"三羧酸循环","https://zh.wikipedia.org/wiki/三羧酸循环"
"三藏","https://zh.wikipedia.org/wiki/三藏"
"三角尺","https://zh.wikipedia.org/wiki/三角尺"
"三角学","https://zh.wikipedia.org/wiki/三角学"
"三角研究园","https://zh.wikipedia.org/wiki/三角研究园"
"三角形","https://zh.wikipedia.org/wiki/三角形"
"三辅","https://zh.wikipedia.org/wiki/三辅"
"三角洲","https://zh.wikipedia.org/wiki/三角洲"
"三辅黄图","https://zh.wikipedia.org/wiki/三辅黄图"
"三角座星系","https://zh.wikipedia.org/wiki/三角座星系"
"三酸甘油酯","https://zh.wikipedia.org/wiki/三酸甘油酯"
"三角恒等变换","https://zh.wikipedia.org/wiki/三角恒等变换"
"三角函数","https://zh.wikipedia.org/wiki/三角函数"
"三阿","https://zh.wikipedia.org/wiki/三阿"
"三韩","https://zh.wikipedia.org/wiki/三韩"
"上下班","https://zh.wikipedia.org/wiki/上下班"
"三读","https://zh.wikipedia.org/wiki/三读"
"上古时代","https://zh.wikipedia.org/wiki/上古时代"
"上古时期","https://zh.wikipedia.org/wiki/上古时期"
"上古八大姓","https://zh.wikipedia.org/wiki/上古八大姓"
"上古","https://zh.wikipedia.org/wiki/上古"
"上主","https://zh.wikipedia.org/wiki/上主"
"上元节","https://zh.wikipedia.org/wiki/上元节"
"上古汉语","https://zh.wikipedia.org/wiki/上古汉语"
"上塞纳省","https://zh.wikipedia.org/wiki/上塞纳省"
"上天","https://zh.wikipedia.org/wiki/上天"
"上夸克","https://zh.wikipedia.org/wiki/上夸克"
"三顾茅庐","https://zh.wikipedia.org/wiki/三顾茅庐"
"上师","https://zh.wikipedia.org/wiki/上师"
"上弗兰肯","https://zh.wikipedia.org/wiki/上弗兰肯"
"上市","https://zh.wikipedia.org/wiki/上市"
"上校","https://zh.wikipedia.org/wiki/上校"
"上新世","https://zh.wikipedia.org/wiki/上新世"
"上海派遣军","https://zh.wikipedia.org/wiki/上海派遣军"
"上帝","https://zh.wikipedia.org/wiki/上帝"
"上海地铁11号线","https://zh.wikipedia.org/wiki/上海地铁11号线"
"上座部佛教","https://zh.wikipedia.org/wiki/上座部佛教"
"上索布语","https://zh.wikipedia.org/wiki/上索布语"
"上皮组织","https://zh.wikipedia.org/wiki/上皮组织"
"上肢","https://zh.wikipedia.org/wiki/上肢"
"上游","https://zh.wikipedia.org/wiki/上游"
"上臂","https://zh.wikipedia.org/wiki/上臂"
"上蔡","https://zh.wikipedia.org/wiki/上蔡"
"上虞","https://zh.wikipedia.org/wiki/上虞"
"上蔡县","https://zh.wikipedia.org/wiki/上蔡县"
"上议院","https://zh.wikipedia.org/wiki/上议院"
"上访","https://zh.wikipedia.org/wiki/上访"
"上虞县","https://zh.wikipedia.org/wiki/上虞县"
"上集镇","https://zh.wikipedia.org/wiki/上集镇"
"上海交通大学","https://zh.wikipedia.org/wiki/上海交通大学"
"上阳宫","https://zh.wikipedia.org/wiki/上阳宫"
"上饶市","https://zh.wikipedia.org/wiki/上饶市"
"下士","https://zh.wikipedia.org/wiki/下士"
"上马恩省","https://zh.wikipedia.org/wiki/上马恩省"
"下弗兰肯","https://zh.wikipedia.org/wiki/下弗兰肯"
"下目","https://zh.wikipedia.org/wiki/下目"
"下相","https://zh.wikipedia.org/wiki/下相"
"下垫面","https://zh.wikipedia.org/wiki/下垫面"
"上海市","https://zh.wikipedia.org/wiki/上海市"
"下议院","https://zh.wikipedia.org/wiki/下议院"
"下肢","https://zh.wikipedia.org/wiki/下肢"
"下夸克","https://zh.wikipedia.org/wiki/下夸克"
"下诺夫哥罗德","https://zh.wikipedia.org/wiki/下诺夫哥罗德"
"上海","https://zh.wikipedia.org/wiki/上海"
"不一致","https://zh.wikipedia.org/wiki/不一致"
"下萨克森州","https://zh.wikipedia.org/wiki/下萨克森州"
"不列颠","https://zh.wikipedia.org/wiki/不列颠"
"不丹","https://zh.wikipedia.org/wiki/不丹"
"不作恶","https://zh.wikipedia.org/wiki/不作恶"
"不列颠哥伦比亚省","https://zh.wikipedia.org/wiki/不列颠哥伦比亚省"
"不动产","https://zh.wikipedia.org/wiki/不动产"
"不变质量","https://zh.wikipedia.org/wiki/不变质量"
"不可再生能源","https://zh.wikipedia.org/wiki/不可再生能源"
"不列颠治世","https://zh.wikipedia.org/wiki/不列颠治世"
"不可数集","https://zh.wikipedia.org/wiki/不可数集"
"不可移动文物","https://zh.wikipedia.org/wiki/不可移动文物"
"不列颠空战","https://zh.wikipedia.org/wiki/不列颠空战"
"不可逆性","https://zh.wikipedia.org/wiki/不可逆性"
"不列颠群岛","https://zh.wikipedia.org/wiki/不列颠群岛"
"不来梅州","https://zh.wikipedia.org/wiki/不来梅州"
"不死生物","https://zh.wikipedia.org/wiki/不死生物"
"不等式","https://zh.wikipedia.org/wiki/不等式"
"不相容成分","https://zh.wikipedia.org/wiki/不相容成分"
"不等","https://zh.wikipedia.org/wiki/不等"
"不来梅","https://zh.wikipedia.org/wiki/不来梅"
"不规则星系","https://zh.wikipedia.org/wiki/不规则星系"
"不死","https://zh.wikipedia.org/wiki/不死"
"不设区的市","https://zh.wikipedia.org/wiki/不设区的市"
"不饱和","https://zh.wikipedia.org/wiki/不饱和"
"丑","https://zh.wikipedia.org/wiki/丑"
"与","https://zh.wikipedia.org/wiki/与"
"与门","https://zh.wikipedia.org/wiki/与门"
"专制主义","https://zh.wikipedia.org/wiki/专制主义"
"专区","https://zh.wikipedia.org/wiki/专区"
"专有","https://zh.wikipedia.org/wiki/专有"
"专家","https://zh.wikipedia.org/wiki/专家"
"专有名词","https://zh.wikipedia.org/wiki/专有名词"
"专有名词学","https://zh.wikipedia.org/wiki/专有名词学"
"专利","https://zh.wikipedia.org/wiki/专利"
"专科学校","https://zh.wikipedia.org/wiki/专科学校"
"世代交替","https://zh.wikipedia.org/wiki/世代交替"
"世","https://zh.wikipedia.org/wiki/世"
"世俗","https://zh.wikipedia.org/wiki/世俗"
"世宗","https://zh.wikipedia.org/wiki/世宗"
"世家","https://zh.wikipedia.org/wiki/世家"
"世俗化","https://zh.wikipedia.org/wiki/世俗化"
"世本","https://zh.wikipedia.org/wiki/世本"
"世爵","https://zh.wikipedia.org/wiki/世爵"
"世界三大宗教","https://zh.wikipedia.org/wiki/世界三大宗教"
"世界","https://zh.wikipedia.org/wiki/世界"
"世界主义","https://zh.wikipedia.org/wiki/世界主义"
"世界博览会","https://zh.wikipedia.org/wiki/世界博览会"
"世界人权宣言","https://zh.wikipedia.org/wiki/世界人权宣言"
"世界和平","https://zh.wikipedia.org/wiki/世界和平"
"世界四大文明","https://zh.wikipedia.org/wiki/世界四大文明"
"世界500强","https://zh.wikipedia.org/wiki/世界500强"
"世界史","https://zh.wikipedia.org/wiki/世界史"
"世界大洋","https://zh.wikipedia.org/wiki/世界大洋"
"世界人口","https://zh.wikipedia.org/wiki/世界人口"
"世界最佳居住城市","https://zh.wikipedia.org/wiki/世界最佳居住城市"
"世界文化遗产","https://zh.wikipedia.org/wiki/世界文化遗产"
"世界最佳宜居城市","https://zh.wikipedia.org/wiki/世界最佳宜居城市"
"世界历史","https://zh.wikipedia.org/wiki/世界历史"
"世界洋","https://zh.wikipedia.org/wiki/世界洋"
"世界大战","https://zh.wikipedia.org/wiki/世界大战"
"世界观","https://zh.wikipedia.org/wiki/世界观"
"世界自然基金会","https://zh.wikipedia.org/wiki/世界自然基金会"
"世界自然遗产","https://zh.wikipedia.org/wiki/世界自然遗产"
"世界气象组织","https://zh.wikipedia.org/wiki/世界气象组织"
"世界遗产","https://zh.wikipedia.org/wiki/世界遗产"
"世界语","https://zh.wikipedia.org/wiki/世界语"
"世界遗产公约","https://zh.wikipedia.org/wiki/世界遗产公约"
"世界级城市","https://zh.wikipedia.org/wiki/世界级城市"
"世界遗产名录","https://zh.wikipedia.org/wiki/世界遗产名录"
"世纪","https://zh.wikipedia.org/wiki/世纪"
"世界贸易组织","https://zh.wikipedia.org/wiki/世界贸易组织"
"世袭","https://zh.wikipedia.org/wiki/世袭"
"世界银行","https://zh.wikipedia.org/wiki/世界银行"
"丘","https://zh.wikipedia.org/wiki/丘"
"丘陵","https://zh.wikipedia.org/wiki/丘陵"
"丘陵地","https://zh.wikipedia.org/wiki/丘陵地"
"世袭君主制","https://zh.wikipedia.org/wiki/世袭君主制"
"东","https://zh.wikipedia.org/wiki/东"
"业","https://zh.wikipedia.org/wiki/业"
"丙酮","https://zh.wikipedia.org/wiki/丙酮"
"世说新语","https://zh.wikipedia.org/wiki/世说新语"
"东乡族","https://zh.wikipedia.org/wiki/东乡族"
"东乡语","https://zh.wikipedia.org/wiki/东乡语"
"东中国海","https://zh.wikipedia.org/wiki/东中国海"
"世纪帝国","https://zh.wikipedia.org/wiki/世纪帝国"
"丘吉尔","https://zh.wikipedia.org/wiki/丘吉尔"
"东亚","https://zh.wikipedia.org/wiki/东亚"
"东加里曼丹","https://zh.wikipedia.org/wiki/东加里曼丹"
"东加里曼丹省","https://zh.wikipedia.org/wiki/东加里曼丹省"
"东北","https://zh.wikipedia.org/wiki/东北"
"东亚地区","https://zh.wikipedia.org/wiki/东亚地区"
"东京都","https://zh.wikipedia.org/wiki/东京都"
"东北亚","https://zh.wikipedia.org/wiki/东北亚"
"东北地区","https://zh.wikipedia.org/wiki/东北地区"
"东京","https://zh.wikipedia.org/wiki/东京"
"东北平原","https://zh.wikipedia.org/wiki/东北平原"
